LOINC_NUM;COMPONENT;PROPERTY;TIME_ASPCT;SYSTEM;SCALE_TYP;METHOD_TYP;CLASS;VersionLastChanged;STATUS;CLASSTYPE;ORDER_OBS;EXTERNAL_COPYRIGHT_NOTICE;EXAMPLE_UNITS;LONG_COMMON_NAME;EXAMPLE_UCUM_UNITS;VersionFirstReleased;LHCForms;FormalName
x0063-5;Total score - Alkohol(frequency);Score;Pt;^Patient;Qn;MAST;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol(frequency)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAST
x0063-6;Total score - Alkohol(quantity);Score;Pt;^Patient;Qn;MAST;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol(quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAST
x0064-0;Total score - akute Lebensereignisse;Score;Pt;^Patient;Qn;MEL;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [akute Lebensereignisse];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MEL
x0064-1;Total score - chronische Schwierigkeiten;Score;Pt;^Patient;Qn;MEL;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [chronische Schwierigkeiten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MEL
x0065-0;Total score - aktuelle (mit und ohne früherer Psychopathologie);Score;Pt;^Patient;Qn;MINI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [aktuelle (mit und ohne früherer Psychopathologie)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI
x0065-1;Total score - Psychopathologien, nur frühere;Score;Pt;^Patient;Qn;MINI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Psychopathologien, nur frühere];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI
x0065-2;Total score - aufgeschlüsselt nach früher /aktuell;Score;Pt;^Patient;Qn;MINI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [aufgeschlüsselt nach früher /aktuell];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI
x0065-3;Total score - nur aktuelle (ohne frühere);Score;Pt;^Patient;Qn;MINI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [nur aktuelle (ohne frühere)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI
x0065-4;Total score - Selbstauskunft aktuell + früher;Score;Pt;^Patient;Qn;MINI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Selbstauskunft aktuell + früher];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI
x0065-5;Total score - psychische Störungen Screening;Score;Pt;^Patient;Qn;MINI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [psychische Störungen Screening];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI
x0066-0;Total score - psychische Störungen Screening;Score;Pt;^Patient;Qn;MINI-5;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [psychische Störungen Screening];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MINI-5
x0067-0;Total score - Ablenkung;Score;Pt;^Patient;Qn;MMT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ablenkung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MMT
x0067-1;Total score - Einschätzung der Mutter;Score;Pt;^Patient;Qn;MMT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Einschätzung der Mutter];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MMT
x0067-2;Total score - Extra Support;Score;Pt;^Patient;Qn;MMT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Extra Support];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MMT
x0067-3;Total score - Gezeigtes Verhalten;Score;Pt;^Patient;Qn;MMT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gezeigtes Verhalten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MMT
x0067-4;Total score - Wartezeit;Score;Pt;^Patient;Qn;MMT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Wartezeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MMT
x0067-5;Total score - Motorik;Score;Pt;^Patient;Qn;MOT 4-6 ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Motorik];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MOT 4-6 
x0068-0;Total score - Rauchen;Score;Pt;^Patient;Qn;NS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:NS
x0069-0;Total score - Bindung zu den Eltern;Score;Pt;^Patient;Qn;PAAQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Bindung zu den Eltern];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAAQ
x0069-0;Total score - Schwangerschaft/Bindung/Mutter;Score;Pt;^Patient;Qn;PAI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Schwangerschaft/Bindung/Mutter];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAI
x0069-1;Total score - Schwangerschaft/Bindung/Vater;Score;Pt;^Patient;Qn;PAI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Schwangerschaft/Bindung/Vater];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAI
x0070-0;Total score - Aufmerksamkeit;Score;Pt;^Patient;Qn;PALP;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aufmerksamkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PALP
x0070-1;Standard score - Aufmerksamkeit;Score;Pt;^Patient;Qn;PALP;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Aufmerksamkeit];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:PALP
x0071-0;Total score - Gesamtwert;Score;Pt;^Patient;Qn;PAULI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesamtwert];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAULI
x0071-1;Total score -  - Arbeitsvesuch, Fehlerprozente;Score;Pt;^Patient;Qn;PAULI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Arbeitsvesuch, Fehlerprozente];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAULI
x0071-2;Total score -  - Arbeitsversuch, Trend;Score;Pt;^Patient;Qn;PAULI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Arbeitsversuch, Trend];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAULI
x0071-3;Total score -  - Arbeitsversuch, Schwankungsprozente;Score;Pt;^Patient;Qn;PAULI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Arbeitsversuch, Schwankungsprozente];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PAULI
x0072-0;Total score - Verzögerte Bindung;Score;Pt;^Patient;Qn;PBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Verzögerte Bindung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PBQ
x0072-1;Total score - Ablehnung und Wut;Score;Pt;^Patient;Qn;PBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ablehnung und Wut];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PBQ
x0072-2;Total score - Angst;Score;Pt;^Patient;Qn;PBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Angst];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PBQ
x0072-3;Total score - Gesamtscore;Score;Pt;^Patient;Qn;PBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesamtscore];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PBQ
x0072-4;Total score - Schwangerschaftsspezifische Stressbelastung;Score;Pt;^Patient;Qn;PDQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Schwangerschaftsspezifische Stressbelastung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PDQ
x0073-0;Total score - Pubertätsstatus;Score;Pt;^Patient;Qn;PDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Pubertätsstatus];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PDS
x0073-1;Standard score - Pubertätsstatus;Score;Pt;^Patient;Qn;PDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Pubertätsstatus];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:PDS
x0074-0;Total score - Rezeptive Sprache;Score;Pt;^Patient;Qn;PET;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rezeptive Sprache];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PET
x0074-1;Total score - Kurzzeitgedächtnis;Score;Pt;^Patient;Qn;PET;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Kurzzeitgedächtnis];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PET
x0074-2;Total score - Kurzzeitgedächtnis/Aufmerksamkeit;Score;Pt;^Patient;Qn;PET;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Kurzzeitgedächtnis/Aufmerksamkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PET
x0075-0;Total score - Partnerschaft;Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Partnerschaft];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-1;Total score - allgemeine Qualität der Beziehung;Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [allgemeine Qualität der Beziehung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-2;Total score - allgemeine Beziehungszufriedenheit;Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [allgemeine Beziehungszufriedenheit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-3;Total score - hadern mit der Partnerschaft;Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [hadern mit der Partnerschaft];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-4;Total score - allgemeine Qualität der Beziehung (Vater);Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [allgemeine Qualität der Beziehung (Vater)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-5;Total score - allgemeine Beziehungszufriedenheit (Vater);Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [allgemeine Beziehungszufriedenheit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-6;Total score - hadern mit der Partnerschaft (Vater);Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [hadern mit der Partnerschaft (Vater)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-7;Total score - allgemeine Qualität der Beziehung (Mutter);Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [allgemeine Qualität der Beziehung (Mutter)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-8;Total score - allgemeine Beziehungszufriedenheit (Mutter);Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [allgemeine Beziehungszufriedenheit (Mutter)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0075-9;Total score - hadern mit der Partnerschaft (Mutter);Score;Pt;^Patient;Qn;PFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [hadern mit der Partnerschaft (Mutter)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB
x0129-0;Total score - Gesamtwert;Score;Pt;^Patient;Qn;PFB-K;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesamtwert];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PFB-K
x0076-0;Total score - Gesundheitszustand;Score;Pt;^Patient;Qn;PHQ-8;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesundheitszustand];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PHQ-8
x0077-0;Total score - gross hand movement and fingertip dexterity;Score;Pt;^Patient;Qn;PP;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [gross hand movement and fingertip dexterity];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PP
x0078-0;Total score - Aggressivität;Score;Pt;^Patient;Qn;PSD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aggressivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSD
x0079-0;Mean score - Stress;Score;Pt;^Patient;Qn;PSI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Stress];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:PSI
x0079-1;Total score - Stress;Score;Pt;^Patient;Qn;PSI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Stress];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSI
x0080-0;Total score - Stressbelastung Total;Score;Pt;^Patient;Qn;PSS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Stressbelastung Total];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSS
x0080-1;Total score - Stressbelastung (Mutter);Score;Pt;^Patient;Qn;PSS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Stressbelastung (Mutter)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSS
x0080-2;Total score - Stressbelastung (Vater);Score;Pt;^Patient;Qn;PSS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Stressbelastung (Vater)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSS
x0081-0;Total score - Stress;Score;Pt;^Patient;Qn;PSS-10;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Stress];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSS-10
x0081-1;Mean score - Stress;Score;Pt;^Patient;Qn;PSS-10;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Stress];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:PSS-10
x0082-0;Total score - Psychotpathologie;Score;Pt;^Patient;Qn;PSYPA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Psychotpathologie];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:PSYPA
x0082-1;Mean score - Psychotpathologie;Score;Pt;^Patient;Qn;PSYPA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Psychotpathologie];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:PSYPA
x0083-0;Mean score - Alkohol;Score;Pt;^Patient;Qn;RAPI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Alkohol];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:RAPI
x0083-1;Total score - Alkohol;Score;Pt;^Patient;Qn;RAPI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:RAPI
x0128-0;Total score - Rumination;Score;Pt;^Patient;Qn;RRS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rumination];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:RRS
x0084-0;Total score - Resilienz;Score;Pt;^Patient;Qn;RS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Resilienz];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:RS
x0084-1;Mean score - Resilienz;Score;Pt;^Patient;Qn;RS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Resilienz];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:RS
x0085-0;Standard score - Derpession;Score;Pt;^Patient;Qn;RSQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Derpession];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:RSQ
x0085-1;Total score - Depression;Score;Pt;^Patient;Qn;RSQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Depression];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:RSQ
x0086-0;Total score - Handy Nutzung;Score;Pt;^Patient;Qn;SCAMP;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Handy Nutzung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SCAMP
x0087-0;Total score - Alkohol;Score;Pt;^Patient;Qn;SCID-SUD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SCID-SUD
x0087-1;Mean score - Alkohol;Score;Pt;^Patient;Qn;SCID-SUD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Alkohol];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SCID-SUD
x0088-0;Mean score - Emotionale Probleme;Score;Pt;^Patient;Qn;SDQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Emotionale Probleme];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SDQ
x0088-1;Mean score - Verhaltensprobleme ;Score;Pt;^Patient;Qn;SDQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Verhaltensprobleme ];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SDQ
x0088-2;Mean score - Hyperaktivität;Score;Pt;^Patient;Qn;SDQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Hyperaktivität];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SDQ
x0088-3;Total score - Gesamtwert SDQ;Score;Pt;^Patient;Qn;SDQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesamtwert SDQ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDQ
x0088-4;Total score - Dysregulation;Score;Pt;^Patient;Qn;SDQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Dysregulation];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDQ
x0089-0;Total score - Cannabis/Drogen;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Cannabis/Drogen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-1;Total score - Drogen;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Drogen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-2;Total score - Aufputschmittel/Amphetamine/Speed;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aufputschmittel/Amphetamine/Speed];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-3;Total score - LSD/andere Halluzinogene;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [LSD/andere Halluzinogene];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-4;Total score - Crack;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Crack];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-5;Total score - Kokain;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Kokain];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-6;Total score - Notalin;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Notalin];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-7;Total score - Heroin;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Heroin];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-8;Total score - Baltok;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Baltok];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0089-9;Total score - Ecstasy;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ecstasy];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0090-0;Total score - Drogenpilze-/pflanzen;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Drogenpilze-/pflanzen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0090-1;Total score - GHB;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [GHB];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0090-2;Total score - Leim/andere Lösungsmittel;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Leim/andere Lösungsmittel];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0090-3;Total score - Muskelaufbaupräparate;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Muskelaufbaupräparate];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0090-4;Total score - Andere Substanzen;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Andere Substanzen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0090-5;Total score - Name andere Droge;Score;Pt;^Patient;Qn;SDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Name andere Droge];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SDS
x0091-0;Mean score - Rauchen;Score;Pt;^Patient;Qn;SER;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Rauchen];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SER
x0091-1;Total score - Rauchen;Score;Pt;^Patient;Qn;SER;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SER
x0092-0;Total score - Suchtverhalten;Score;Pt;^Patient;Qn;SFA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Suchtverhalten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SFA
x0092-1;Total score - Suchtverhalten;Score;Pt;^Patient;Qn;SFB;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Suchtverhalten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SFB
x0093-0;Standard score - Leistungsauffälligkeiten ;Score;Pt;^Patient;Qn;SI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Leistungsauffälligkeiten ];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SI
x0093-1;Standard score - Aggressivivtät;Score;Pt;^Patient;Qn;SI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Aggressivivtät];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SI
x0093-2;Standard score - Neurotizismus;Score;Pt;^Patient;Qn;SI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Neurotizismus];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SI
x0094-0;Standard score - SKID I Diagnose;Score;Pt;^Patient;Qn;SKID;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [SKID I Diagnose];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SKID
x0094-1;Standard score - Psychopathologie;Score;Pt;^Patient;Qn;SKID;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Psychopathologie];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SKID
x0094-2;Standard score - Diagnosen/psychische Auffälligkeiten;Score;Pt;^Patient;Qn;SKID;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Diagnosen/psychische Auffälligkeiten];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:SKID
x0095-0;Total score - Schaf;Score;Pt;^Patient;Qn;SL;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Schaf];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SL
x0096-0;Total score - Selbstbeurteilung;Score;Pt;^Patient;Qn;SPA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Selbstbeurteilung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SPA
x0097-0;Mean score - Impulsivität;Score;Pt;^Patient;Qn;SRC;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Impulsivität];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:SRC
x0097-1;Total score - Impulsivität;Score;Pt;^Patient;Qn;SRC;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Impulsivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SRC
x0098-0;Total score - Rauchen;Score;Pt;^Patient;Qn;SRE;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SRE
x0098-1;Total score - Alkohol;Score;Pt;^Patient;Qn;SRE;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SRE
x0099-0;Total score - Erregbarkeit;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Erregbarkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-1;Total score - Leistungsresignation;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Leistungsresignation];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
x0099-2;Total score - Konzentrationsschwierigkeiten;Score;Pt;^Patient;Qn;SSK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Konzentrationsschwierigkeiten];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:SSK
